,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,parent_edu_grouped,average_score,performance_category,prep_effectiveness
828,female,Group D,some high school,free/reduced,completed,69,86,81,High School or lower,78.66666666666667,Medium,5.997206703910621
829,male,Group B,some high school,standard,none,68,54,53,High School or lower,58.333333333333336,Low,-6.705607476635514
830,female,Group A,some college,free/reduced,none,61,60,57,Some College / Associate,59.333333333333336,Low,-5.705607476635514
831,female,Group C,bachelor's degree,free/reduced,completed,74,86,89,Bachelor,83.0,High,10.33054003724395
832,male,Group A,bachelor's degree,standard,none,64,60,58,Bachelor,60.666666666666664,Medium,-4.372274143302185
833,female,Group B,high school,standard,completed,77,82,89,High School or lower,82.66666666666667,High,9.99720670391062
834,male,Group B,some college,standard,none,58,50,45,Some College / Associate,51.0,Low,-14.03894080996885
835,female,Group C,high school,standard,completed,60,64,74,High School or lower,66.0,Medium,-6.669459962756051
836,male,Group E,high school,standard,none,73,64,57,High School or lower,64.66666666666667,Medium,-0.3722741433021781
837,female,Group A,high school,standard,completed,75,82,79,High School or lower,78.66666666666667,Medium,5.997206703910621
838,male,Group B,associate's degree,free/reduced,completed,58,57,53,Some College / Associate,56.0,Low,-16.66945996275605
839,female,Group C,associate's degree,standard,none,66,77,73,Some College / Associate,72.0,Medium,6.9610591900311505
840,female,Group D,high school,free/reduced,none,39,52,46,High School or lower,45.666666666666664,Low,-19.372274143302185
841,male,Group C,some high school,standard,none,64,58,51,High School or lower,57.666666666666664,Low,-7.372274143302185
842,female,Group B,high school,free/reduced,completed,23,44,36,High School or lower,34.333333333333336,Low,-38.336126629422715
843,male,Group B,some college,free/reduced,completed,74,77,76,Some College / Associate,75.66666666666667,Medium,2.9972067039106207
844,female,Group D,some high school,free/reduced,completed,40,65,64,High School or lower,56.333333333333336,Low,-16.336126629422715
845,male,Group E,master's degree,standard,none,90,85,84,Master,86.33333333333333,High,21.29439252336448
846,male,Group C,master's degree,standard,completed,91,85,85,Master,87.0,High,14.33054003724395
847,male,Group D,high school,standard,none,64,54,50,High School or lower,56.0,Low,-9.03894080996885
848,female,Group C,high school,standard,none,59,72,68,High School or lower,66.33333333333333,Medium,1.294392523364479
849,male,Group D,associate's degree,standard,none,80,75,69,Some College / Associate,74.66666666666667,Medium,9.627725856697822
850,male,Group C,master's degree,standard,none,71,67,67,Master,68.33333333333333,Medium,3.294392523364479
851,female,Group A,high school,standard,none,61,68,63,High School or lower,64.0,Medium,-1.0389408099688495
852,female,Group E,some college,standard,none,87,85,93,Some College / Associate,88.33333333333333,High,23.29439252336448
853,male,Group E,some high school,standard,none,82,67,61,High School or lower,70.0,Medium,4.9610591900311505
854,male,Group C,some high school,standard,none,62,64,55,High School or lower,60.333333333333336,Medium,-4.705607476635514
855,female,Group B,bachelor's degree,standard,none,97,97,96,Bachelor,96.66666666666667,High,31.627725856697822
856,male,Group B,some college,free/reduced,none,75,68,65,Some College / Associate,69.33333333333333,Medium,4.294392523364479
857,female,Group C,bachelor's degree,standard,none,65,79,81,Bachelor,75.0,Medium,9.96105919003115
858,male,Group B,high school,standard,completed,52,49,46,High School or lower,49.0,Low,-23.66945996275605
859,male,Group C,associate's degree,free/reduced,none,87,73,72,Some College / Associate,77.33333333333333,Medium,12.294392523364479
860,female,Group C,associate's degree,standard,none,53,62,53,Some College / Associate,56.0,Low,-9.03894080996885
861,female,Group E,master's degree,free/reduced,none,81,86,87,Master,84.66666666666667,High,19.627725856697822
862,male,Group D,bachelor's degree,free/reduced,completed,39,42,38,Bachelor,39.666666666666664,Low,-33.002793296089386
863,female,Group C,some college,standard,completed,71,71,80,Some College / Associate,74.0,Medium,1.3305400372439493
864,male,Group C,associate's degree,standard,none,97,93,91,Some College / Associate,93.66666666666667,High,28.627725856697822
865,male,Group D,some college,standard,completed,82,82,88,Some College / Associate,84.0,High,11.33054003724395
866,male,Group C,high school,free/reduced,none,59,53,52,High School or lower,54.666666666666664,Low,-10.372274143302185
867,male,Group B,associate's degree,standard,none,61,42,41,Some College / Associate,48.0,Low,-17.03894080996885
868,male,Group E,associate's degree,free/reduced,completed,78,74,72,Some College / Associate,74.66666666666667,Medium,1.9972067039106207
869,male,Group C,associate's degree,free/reduced,none,49,51,51,Some College / Associate,50.333333333333336,Low,-14.705607476635514
870,male,Group B,high school,standard,none,59,58,47,High School or lower,54.666666666666664,Low,-10.372274143302185
871,female,Group C,some college,standard,completed,70,72,76,Some College / Associate,72.66666666666667,Medium,-0.0027932960893792824
872,male,Group B,associate's degree,standard,completed,82,84,78,Some College / Associate,81.33333333333333,High,8.663873370577278
873,male,Group E,associate's degree,free/reduced,none,90,90,82,Some College / Associate,87.33333333333333,High,22.29439252336448
874,female,Group C,bachelor's degree,free/reduced,none,43,62,61,Bachelor,55.333333333333336,Low,-9.705607476635514
875,male,Group C,some college,free/reduced,none,80,64,66,Some College / Associate,70.0,Medium,4.9610591900311505
876,male,Group D,some college,standard,none,81,82,84,Some College / Associate,82.33333333333333,High,17.29439252336448
877,male,Group C,some high school,standard,none,57,61,54,High School or lower,57.333333333333336,Low,-7.705607476635514
878,female,Group D,some high school,standard,none,59,72,80,High School or lower,70.33333333333333,Medium,5.294392523364479
879,female,Group D,associate's degree,standard,none,64,76,74,Some College / Associate,71.33333333333333,Medium,6.294392523364479
880,male,Group C,bachelor's degree,standard,completed,63,64,66,Bachelor,64.33333333333333,Medium,-8.336126629422722
881,female,Group E,bachelor's degree,standard,completed,71,70,70,Bachelor,70.33333333333333,Medium,-2.336126629422722
882,female,Group B,high school,free/reduced,none,64,73,71,High School or lower,69.33333333333333,Medium,4.294392523364479
883,male,Group D,bachelor's degree,free/reduced,none,55,46,44,Bachelor,48.333333333333336,Low,-16.705607476635514
884,female,Group E,associate's degree,standard,none,51,51,54,Some College / Associate,52.0,Low,-13.03894080996885
885,female,Group C,associate's degree,standard,completed,62,76,80,Some College / Associate,72.66666666666667,Medium,-0.0027932960893792824
886,female,Group E,associate's degree,standard,completed,93,100,95,Some College / Associate,96.0,High,23.33054003724395
887,male,Group C,high school,free/reduced,none,54,72,59,High School or lower,61.666666666666664,Medium,-3.3722741433021852
888,female,Group D,some college,free/reduced,none,69,65,74,Some College / Associate,69.33333333333333,Medium,4.294392523364479
889,male,Group D,high school,free/reduced,none,44,51,48,High School or lower,47.666666666666664,Low,-17.372274143302185
890,female,Group E,some college,standard,completed,86,85,91,Some College / Associate,87.33333333333333,High,14.663873370577278
891,female,Group E,associate's degree,standard,none,85,92,85,Some College / Associate,87.33333333333333,High,22.29439252336448
892,female,Group A,master's degree,free/reduced,none,50,67,73,Master,63.333333333333336,Medium,-1.7056074766355138
893,male,Group D,some high school,standard,completed,88,74,75,High School or lower,79.0,Medium,6.330540037243949
894,female,Group E,associate's degree,standard,none,59,62,69,Some College / Associate,63.333333333333336,Medium,-1.7056074766355138
895,female,Group E,some high school,free/reduced,none,32,34,38,High School or lower,34.666666666666664,Low,-30.372274143302185
896,male,Group B,high school,free/reduced,none,36,29,27,High School or lower,30.666666666666668,Low,-34.37227414330218
897,female,Group B,some high school,free/reduced,completed,63,78,79,High School or lower,73.33333333333333,Medium,0.6638733705772779
898,male,Group D,associate's degree,standard,completed,67,54,63,Some College / Associate,61.333333333333336,Medium,-11.336126629422715
899,female,Group D,some high school,standard,completed,65,78,82,High School or lower,75.0,Medium,2.3305400372439493
900,male,Group D,master's degree,standard,none,85,84,89,Master,86.0,High,20.96105919003115
901,female,Group C,master's degree,standard,none,73,78,74,Master,75.0,Medium,9.96105919003115
902,female,Group A,high school,free/reduced,completed,34,48,41,High School or lower,41.0,Low,-31.66945996275605
903,female,Group D,bachelor's degree,free/reduced,completed,93,100,100,Bachelor,97.66666666666667,High,24.99720670391062
904,female,Group D,some high school,free/reduced,none,67,84,84,High School or lower,78.33333333333333,Medium,13.294392523364479
905,male,Group D,some college,standard,none,88,77,77,Some College / Associate,80.66666666666667,High,15.627725856697822
906,male,Group B,high school,standard,none,57,48,51,High School or lower,52.0,Low,-13.03894080996885
907,female,Group D,some college,standard,completed,79,84,91,Some College / Associate,84.66666666666667,High,11.99720670391062
908,female,Group C,bachelor's degree,free/reduced,none,67,75,72,Bachelor,71.33333333333333,Medium,6.294392523364479
909,male,Group E,bachelor's degree,standard,completed,70,64,70,Bachelor,68.0,Medium,-4.669459962756051
910,male,Group D,bachelor's degree,free/reduced,none,50,42,48,Bachelor,46.666666666666664,Low,-18.372274143302185
911,female,Group A,some college,standard,none,69,84,82,Some College / Associate,78.33333333333333,Medium,13.294392523364479
912,female,Group C,bachelor's degree,standard,completed,52,61,66,Bachelor,59.666666666666664,Low,-13.002793296089386
913,female,Group C,bachelor's degree,free/reduced,completed,47,62,66,Bachelor,58.333333333333336,Low,-14.336126629422715
914,female,Group B,associate's degree,free/reduced,none,46,61,55,Some College / Associate,54.0,Low,-11.03894080996885
915,female,Group E,some college,standard,none,68,70,66,Some College / Associate,68.0,Medium,2.9610591900311505
916,male,Group E,bachelor's degree,standard,completed,100,100,100,Bachelor,100.0,High,27.33054003724395
917,female,Group C,high school,standard,none,44,61,52,High School or lower,52.333333333333336,Low,-12.705607476635514
918,female,Group C,associate's degree,standard,completed,57,77,80,Some College / Associate,71.33333333333333,Medium,-1.336126629422722
919,male,Group B,some college,standard,completed,91,96,91,Some College / Associate,92.66666666666667,High,19.99720670391062
920,male,Group D,high school,free/reduced,none,69,70,67,High School or lower,68.66666666666667,Medium,3.627725856697822
921,female,Group C,high school,free/reduced,none,35,53,46,High School or lower,44.666666666666664,Low,-20.372274143302185
922,male,Group D,high school,standard,none,72,66,66,High School or lower,68.0,Medium,2.9610591900311505
923,female,Group B,associate's degree,free/reduced,none,54,65,65,Some College / Associate,61.333333333333336,Medium,-3.705607476635514
924,male,Group D,high school,free/reduced,none,74,70,69,High School or lower,71.0,Medium,5.9610591900311505
925,male,Group E,some high school,standard,completed,74,64,60,High School or lower,66.0,Medium,-6.669459962756051
926,male,Group E,associate's degree,free/reduced,none,64,56,52,Some College / Associate,57.333333333333336,Low,-7.705607476635514
927,female,Group D,high school,free/reduced,completed,65,61,71,High School or lower,65.66666666666667,Medium,-7.002793296089379
928,male,Group E,associate's degree,free/reduced,completed,46,43,44,Some College / Associate,44.333333333333336,Low,-28.336126629422715
929,female,Group C,some high school,free/reduced,none,48,56,51,High School or lower,51.666666666666664,Low,-13.372274143302185
930,male,Group C,some college,free/reduced,completed,67,74,70,Some College / Associate,70.33333333333333,Medium,-2.336126629422722
931,male,Group D,some college,free/reduced,none,62,57,62,Some College / Associate,60.333333333333336,Medium,-4.705607476635514
932,male,Group D,associate's degree,free/reduced,completed,61,71,73,Some College / Associate,68.33333333333333,Medium,-4.336126629422722
933,male,Group C,bachelor's degree,free/reduced,completed,70,75,74,Bachelor,73.0,Medium,0.3305400372439493
934,male,Group C,associate's degree,standard,completed,98,87,90,Some College / Associate,91.66666666666667,High,18.99720670391062
935,male,Group D,some college,free/reduced,none,70,63,58,Some College / Associate,63.666666666666664,Medium,-1.3722741433021852
936,male,Group A,associate's degree,standard,none,67,57,53,Some College / Associate,59.0,Low,-6.0389408099688495
937,female,Group E,high school,free/reduced,none,57,58,57,High School or lower,57.333333333333336,Low,-7.705607476635514
938,male,Group D,some college,standard,completed,85,81,85,Some College / Associate,83.66666666666667,High,10.99720670391062
939,male,Group D,some high school,standard,completed,77,68,69,High School or lower,71.33333333333333,Medium,-1.336126629422722
940,male,Group C,master's degree,free/reduced,completed,72,66,72,Master,70.0,Medium,-2.6694599627560507
941,female,Group D,master's degree,standard,none,78,91,96,Master,88.33333333333333,High,23.29439252336448
942,male,Group C,high school,standard,none,81,66,64,High School or lower,70.33333333333333,Medium,5.294392523364479
943,male,Group A,some high school,free/reduced,completed,61,62,61,High School or lower,61.333333333333336,Medium,-11.336126629422715
944,female,Group B,high school,standard,none,58,68,61,High School or lower,62.333333333333336,Medium,-2.705607476635514
945,female,Group C,associate's degree,standard,none,54,61,58,Some College / Associate,57.666666666666664,Low,-7.372274143302185
946,male,Group B,high school,standard,none,82,82,80,High School or lower,81.33333333333333,High,16.29439252336448
947,female,Group D,some college,free/reduced,none,49,58,60,Some College / Associate,55.666666666666664,Low,-9.372274143302185
948,male,Group B,some high school,free/reduced,completed,49,50,52,High School or lower,50.333333333333336,Low,-22.336126629422715
949,female,Group E,high school,free/reduced,completed,57,75,73,High School or lower,68.33333333333333,Medium,-4.336126629422722
950,male,Group E,high school,standard,none,94,73,71,High School or lower,79.33333333333333,Medium,14.294392523364479
951,female,Group D,some college,standard,completed,75,77,83,Some College / Associate,78.33333333333333,Medium,5.663873370577278
952,female,Group E,some high school,free/reduced,none,74,74,72,High School or lower,73.33333333333333,Medium,8.294392523364479
953,male,Group C,high school,standard,completed,58,52,54,High School or lower,54.666666666666664,Low,-18.002793296089386
954,female,Group C,some college,standard,none,62,69,69,Some College / Associate,66.66666666666667,Medium,1.6277258566978219
955,male,Group E,associate's degree,standard,none,72,57,62,Some College / Associate,63.666666666666664,Medium,-1.3722741433021852
956,male,Group C,some college,standard,none,84,87,81,Some College / Associate,84.0,High,18.96105919003115
957,female,Group D,master's degree,standard,none,92,100,100,Master,97.33333333333333,High,32.29439252336448
958,female,Group D,high school,standard,none,45,63,59,High School or lower,55.666666666666664,Low,-9.372274143302185
959,male,Group C,high school,standard,none,75,81,71,High School or lower,75.66666666666667,Medium,10.627725856697822
960,female,Group A,some college,standard,none,56,58,64,Some College / Associate,59.333333333333336,Low,-5.705607476635514
961,female,Group D,some high school,free/reduced,none,48,54,53,High School or lower,51.666666666666664,Low,-13.372274143302185
962,female,Group E,associate's degree,standard,none,100,100,100,Some College / Associate,100.0,High,34.96105919003115
963,female,Group C,some high school,free/reduced,completed,65,76,75,High School or lower,72.0,Medium,-0.6694599627560507
964,male,Group D,some college,standard,none,72,57,58,Some College / Associate,62.333333333333336,Medium,-2.705607476635514
965,female,Group D,some college,standard,none,62,70,72,Some College / Associate,68.0,Medium,2.9610591900311505
966,male,Group A,some high school,standard,completed,66,68,64,High School or lower,66.0,Medium,-6.669459962756051
967,male,Group C,some college,standard,none,63,63,60,Some College / Associate,62.0,Medium,-3.0389408099688495
968,female,Group E,associate's degree,standard,none,68,76,67,Some College / Associate,70.33333333333333,Medium,5.294392523364479
969,female,Group B,bachelor's degree,standard,none,75,84,80,Bachelor,79.66666666666667,Medium,14.627725856697822
970,female,Group D,bachelor's degree,standard,none,89,100,100,Bachelor,96.33333333333333,High,31.29439252336448
971,male,Group C,some high school,standard,completed,78,72,69,High School or lower,73.0,Medium,0.3305400372439493
972,female,Group A,high school,free/reduced,completed,53,50,60,High School or lower,54.333333333333336,Low,-18.336126629422715
973,female,Group D,some college,free/reduced,none,49,65,61,Some College / Associate,58.333333333333336,Low,-6.705607476635514
974,female,Group A,some college,standard,none,54,63,67,Some College / Associate,61.333333333333336,Medium,-3.705607476635514
975,female,Group C,some college,standard,completed,64,82,77,Some College / Associate,74.33333333333333,Medium,1.663873370577278
976,male,Group B,some college,free/reduced,completed,60,62,60,Some College / Associate,60.666666666666664,Medium,-12.002793296089386
977,male,Group C,associate's degree,standard,none,62,65,58,Some College / Associate,61.666666666666664,Medium,-3.3722741433021852
978,male,Group D,high school,standard,completed,55,41,48,High School or lower,48.0,Low,-24.66945996275605
979,female,Group C,associate's degree,standard,none,91,95,94,Some College / Associate,93.33333333333333,High,28.29439252336448
980,female,Group B,high school,free/reduced,none,8,24,23,High School or lower,18.333333333333332,Low,-46.70560747663552
981,male,Group D,some high school,standard,none,81,78,78,High School or lower,79.0,Medium,13.96105919003115
982,male,Group B,some high school,standard,completed,79,85,86,High School or lower,83.33333333333333,High,10.663873370577278
983,female,Group A,some college,standard,completed,78,87,91,Some College / Associate,85.33333333333333,High,12.663873370577278
984,female,Group C,some high school,standard,none,74,75,82,High School or lower,77.0,Medium,11.96105919003115
985,male,Group A,high school,standard,none,57,51,54,High School or lower,54.0,Low,-11.03894080996885
986,female,Group C,associate's degree,standard,none,40,59,51,Some College / Associate,50.0,Low,-15.03894080996885
987,male,Group E,some high school,standard,completed,81,75,76,High School or lower,77.33333333333333,Medium,4.663873370577278
988,female,Group A,some high school,free/reduced,none,44,45,45,High School or lower,44.666666666666664,Low,-20.372274143302185
989,female,Group D,some college,free/reduced,completed,67,86,83,Some College / Associate,78.66666666666667,Medium,5.997206703910621
990,male,Group E,high school,free/reduced,completed,86,81,75,High School or lower,80.66666666666667,High,7.997206703910621
991,female,Group B,some high school,standard,completed,65,82,78,High School or lower,75.0,Medium,2.3305400372439493
992,female,Group D,associate's degree,free/reduced,none,55,76,76,Some College / Associate,69.0,Medium,3.9610591900311505
993,female,Group D,bachelor's degree,free/reduced,none,62,72,74,Bachelor,69.33333333333333,Medium,4.294392523364479
994,male,Group A,high school,standard,none,63,63,62,High School or lower,62.666666666666664,Medium,-2.3722741433021852
995,female,Group E,master's degree,standard,completed,88,99,95,Master,94.0,High,21.33054003724395
996,male,Group C,high school,free/reduced,none,62,55,55,High School or lower,57.333333333333336,Low,-7.705607476635514
997,female,Group C,high school,free/reduced,completed,59,71,65,High School or lower,65.0,Medium,-7.669459962756051
998,female,Group D,some college,standard,completed,68,78,77,Some College / Associate,74.33333333333333,Medium,1.663873370577278
999,female,Group D,some college,free/reduced,none,77,86,86,Some College / Associate,83.0,High,17.96105919003115
